ID,N_VICTIMAS,FECHA,HORA,AAAA,MM,DD,HH,DIA_SEMANA,DIA_NOCHE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2016-0001,1,2016-01-01,04:00:00,2016,1,1,4,VIERNES,NOCHE,AV PIEDRA BUENA Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,-58.47533969,-34.68757022
2016-0002,1,2016-01-02,01:15:00,2016,1,2,1,SABADO,NOCHE,AV GRAL PAZ  Y AV DE LOS CORRALES,AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.50877521,-34.66977709
2016-0003,1,2016-01-03,07:00:00,2016,1,3,7,DOMINGO,DIA,AV ENTRE RIOS 2034,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.39040293,-34.63189362
2016-0004,1,2016-01-10,00:00:00,2016,1,10,0,DOMINGO,NOCHE,AV LARRAZABAL Y GRAL VILLEGAS CONRADO,AVENIDA,8,MOTO-SD,MOTO,SD,-58.46503904,-34.68092974
2016-0005,1,2016-01-21,05:20:00,2016,1,21,5,JUEVES,NOCHE,AV SAN JUAN Y PRESIDENTE LUIS SAENZ PEÑA,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38718297,-34.6224663
2016-0008,1,2016-01-24,18:30:00,2016,1,24,18,DOMINGO,NOCHE,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.44451316,-34.68475866
2016-0009,1,2016-01-24,19:10:00,2016,1,24,19,DOMINGO,NOCHE,NOGOYA Y JOAQUIN V. GONZALES,CALLE,11,MOTO-AUTO,MOTO,AUTO,-58.50095869,-34.6082544
2016-0010,1,2016-01-29,15:20:00,2016,1,29,15,VIERNES,DIA,AV GENERAL PAZ Y AV DE LOS CORRALES,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,-58.50877521,-34.66977709
2016-0012,1,2016-02-08,01:20:00,2016,2,8,1,LUNES,NOCHE,AV BELGRANO Y BERNARDO DE IRIGOYEN,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.38048577,-34.61303893
2016-0013,1,2016-02-10,11:30:00,2016,2,10,11,MIERCOLES,DIA,AV ENTRE RIOS 1366,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,-58.39114932,-34.62477387
2016-0015,1,2016-02-14,05:14:00,2016,2,14,5,DOMINGO,NOCHE,AV SCALABRINI ORTIZ Y VERA,AVENIDA,15,PEATON-AUTO,PEATON,AUTO,-58.4376002,-34.59912758
2016-0016,1,2016-02-14,22:00:00,2016,2,14,22,DOMINGO,NOCHE,AV REGIMIENTO DE PATRICIOS Y QUINQUELA MARTIN BENITO,AVENIDA,4,MOTO-AUTO,MOTO,AUTO,-58.36882665,-34.64291993
2016-0017,1,2016-02-15,16:54:00,2016,2,15,16,LUNES,DIA,MARIANO ACOSTA Y ANA MARIA JANER,AVENIDA,8,PEATON-MOTO,PEATON,MOTO,-58.44989671,-34.65970435
2016-0019,1,2016-02-17,09:30:00,2016,2,17,9,MIERCOLES,DIA,LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA,CALLE,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.50990884,-34.65468721
2016-0020,1,2016-02-17,16:00:00,2016,2,17,16,MIERCOLES,DIA,SUIPACHA 156,CALLE,1,PEATON-AUTO,PEATON,AUTO,-58.37952223,-34.60653282
2016-0021,1,2016-02-17,23:35:00,2016,2,17,23,MIERCOLES,NOCHE,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,7,AUTO-AUTO,AUTO,AUTO,-58.45157703,-34.63063795
2016-0022,1,2016-02-21,06:00:00,2016,2,21,6,DOMINGO,DIA,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.38144696,-34.61079875
2016-0025,1,2016-02-28,04:50:00,2016,2,28,4,DOMINGO,NOCHE,AV GRAL PAZ Y AV 27 DE FEBRERO,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.46244952,-34.70524971
2016-0026,1,2016-02-28,07:30:00,2016,2,28,7,DOMINGO,DIA,HOLMBERG Y VEDIA,CALLE,12,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.49216191,-34.54738649
2016-0027,1,2016-02-28,09:35:00,2016,2,28,9,DOMINGO,DIA,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,7,AUTO-AUTO,AUTO,AUTO,-58.44497874,-34.63852623
2016-0028,1,2016-03-02,10:00:00,2016,3,2,10,MIERCOLES,DIA,VIAMONTE Y AV 9 DE JULIO,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS,-58.38199706,-34.60028648
2016-0029,1,2016-03-04,17:30:00,2016,3,4,17,VIERNES,DIA,AV CABILDO Y DEHEZA,AVENIDA,12,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.47378664,-34.54153077
2016-0031,1,2016-03-08,12:30:00,2016,3,8,12,MARTES,DIA,AV GRAL PAZ Y AV CNEL ROCA,AUTOPISTA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.47064556,-34.69843756
2016-0034,1,2016-03-12,12:30:00,2016,3,12,12,SABADO,DIA,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40623949,-34.65076549
2016-0035,1,2016-03-13,06:00:00,2016,3,13,6,DOMINGO,DIA,AV CORRIENTES Y AV CALLAO,AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39228965,-34.60443527
2016-0036,1,2016-03-14,00:15:00,2016,3,14,0,LUNES,NOCHE,HERRERA Y ARISTOBULO DEL VALLE,CALLE,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37813396,-34.63668504
2016-0037,1,2016-03-19,11:00:00,2016,3,19,11,SABADO,DIA,AV. EVA PERON Y QUIRNO,AVENIDA,7,MOTO-MOTO,MOTO,MOTO,-58.46275892,-34.64358293
2016-0038,1,2016-03-21,08:06:00,2016,3,21,8,LUNES,DIA,AV GRAL PAZ COLECTORA Y ZUVIRIA,AUTOPISTA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49683458,-34.67892743
2016-0039,1,2016-03-23,01:50:00,2016,3,23,1,MIERCOLES,NOCHE,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40603217,-34.6088396
2016-0041,2,2016-03-29,11:00:00,2016,3,29,11,MARTES,DIA,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7,MOTO-CARGAS,MOTO,CARGAS,-58.4607655,-34.63350444
2016-0043,1,2016-03-30,18:15:00,2016,3,30,18,MIERCOLES,NOCHE,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,8,PEATON-CARGAS,PEATON,CARGAS,-58.47832463,-34.67494416
2016-0044,1,2016-03-31,19:40:00,2016,3,31,19,JUEVES,NOCHE,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,7,MULTIPLE,MOTO,MULTIPLE,-58.43213235,-34.63693953
2016-0045,1,2016-04-11,10:25:00,2016,4,11,10,LUNES,DIA,AV GRAL PAZ Y AV DEL LIBERTADOR,AUTOPISTA,13,MOTO-SD,MOTO,SD,-58.46743471,-34.53476874
2016-0047,1,2016-04-15,05:30:00,2016,4,15,5,VIERNES,NOCHE,LIMA 1483,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38247061,-34.62571878
2016-0048,1,2016-04-15,17:40:00,2016,4,15,17,VIERNES,DIA,AV. CORRIENTES Y AV. DORREGO,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44759966,-34.5917024
2016-0049,1,2016-04-17,00:00:00,2016,4,17,0,DOMINGO,NOCHE,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,4,SD-SD,SD,SD,-58.37714647568196,-34.63657525428238
2016-0050,1,2016-04-19,09:50:00,2016,4,19,9,MARTES,DIA,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.47305463,-34.68550712
2016-0051,1,2016-04-20,04:00:00,2016,4,20,4,MIERCOLES,NOCHE,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,MOTO-CARGAS,MOTO,CARGAS,-58.40623949,-34.65076549
2016-0052,1,2016-04-20,20:00:00,2016,4,20,20,MIERCOLES,NOCHE,AUTOPISTA LUGONES PK 10000,AUTOPISTA,13,MOTO-SD,MOTO,SD,SD,SD
2016-0053,1,2016-04-22,09:30:00,2016,4,22,9,VIERNES,DIA,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,12,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4842918,-34.57558053
2016-0054,1,2016-04-23,21:00:00,2016,4,23,21,SABADO,NOCHE,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,8,MOTO-MOTO,MOTO,MOTO,-58.48695354,-34.68795245
2016-0055,1,2016-04-25,20:30:00,2016,4,25,20,LUNES,NOCHE,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,14,PEATON-CARGAS,PEATON,CARGAS,-58.40021959,-34.57964781
2016-0056,1,2016-04-26,04:45:00,2016,4,26,4,MARTES,NOCHE,AV LUIS MARIA CAMPOS 30,AVENIDA,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.42957885,-34.57660058
2016-0058,1,2016-05-04,14:00:00,2016,5,4,14,MIERCOLES,DIA,LIMA 1471,CALLE,1,PEATON-MOTO,PEATON,MOTO,-58.38247542,-34.62556293
2016-0059,1,2016-05-08,16:30:00,2016,5,8,16,DOMINGO,DIA,PASAJE CIUDADELA Y LIMA OESTE,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38222219,-34.62728101
2016-0064,1,2016-05-14,18:11:00,2016,5,14,18,SABADO,NOCHE,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,10,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49485242,-34.62953445
2016-0065,1,2016-05-20,14:40:00,2016,5,20,14,VIERNES,DIA,AV GAONA Y ESPINOSA,AVENIDA,6,PEATON-AUTO,PEATON,AUTO,-58.45227946,-34.61068024
2016-0067,1,2016-05-21,17:00:00,2016,5,21,17,SABADO,DIA,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.48455411,-34.6751276
2016-0068,1,2016-05-22,22:00:00,2016,5,22,22,DOMINGO,NOCHE,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,2,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39056593,-34.58418569
2016-0069,1,2016-05-23,03:30:00,2016,5,23,3,LUNES,NOCHE,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,3,AUTO-CARGAS,AUTO,CARGAS,-58.39118948,-34.62704273
2016-0073,1,2016-06-11,15:00:00,2016,6,11,15,SABADO,DIA,MAGARIÑOS CERVANTES 3900,CALLE,10,MOTO-CARGAS,MOTO,CARGAS,-58.49021952,-34.62025108
2016-0074,1,2016-06-12,06:40:00,2016,6,12,6,DOMINGO,DIA,AV GRAL PAZ Y RODOLFO SCAPINO,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.49896559,-34.67732118
2016-0075,1,2016-06-12,23:13:00,2016,6,12,23,DOMINGO,NOCHE,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,-58.47461076,-34.66874679
2016-0076,1,2016-06-13,16:20:00,2016,6,13,16,LUNES,DIA,AV SAN MARTIN Y CAMARONES,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46210891,-34.60356211
2016-0077,1,2016-06-13,21:52:00,2016,6,13,21,LUNES,NOCHE,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.3702777,-34.60536123
2016-0078,1,2016-06-13,23:01:00,2016,6,13,23,LUNES,NOCHE,AV BELGRANO Y AV JUJUY,AVENIDA,3,MOTO-MOTO,MOTO,MOTO,-58.40491455,-34.6146383
2016-0079,1,2016-06-16,17:13:00,2016,6,16,17,JUEVES,DIA,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,13,AUTO-AUTO,AUTO,AUTO,-58.45504154,-34.54864492
2016-0080,1,2016-06-18,06:42:00,2016,6,18,6,SABADO,DIA,AV GRAL PAZ Y AV RIVADAVIA,AUTOPISTA,9,AUTO-SD,AUTO,SD,-58.52927982,-34.63931752
2016-0081,1,2016-06-22,07:42:00,2016,6,22,7,MIERCOLES,DIA,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,12,MOTO-AUTO,MOTO,AUTO,-58.4872106,-34.55904606
2016-0082,1,2016-06-27,18:24:00,2016,6,27,18,LUNES,NOCHE,AV LA PLATA 2384,AVENIDA,4,PEATON-AUTO,PEATON,AUTO,-58.42273092,-34.64228803
2016-0083,1,2016-06-28,20:46:00,2016,6,28,20,MARTES,NOCHE,AV JUAN B ALBERDI Y PUAN,AVENIDA,6,PEATON-MOTO,PEATON,MOTO,-58.44788671,-34.62539009
2016-0084,1,2016-06-29,22:00:00,2016,6,29,22,MIERCOLES,NOCHE,CARLOS PELLEGRINI Y TUCUMAN,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38110563,-34.60135531
2016-0085,1,2016-06-29,22:00:00,2016,6,29,22,MIERCOLES,NOCHE,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,4,MOTO-MOVIL,MOTO,OTRO,-58.42378834,-34.657341
2016-0086,1,2016-06-30,16:10:00,2016,6,30,16,JUEVES,DIA,AV OLIVERA Y RAMON FALCON,AVENIDA,10,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.48727942,-34.63652467
2016-0087,1,2016-07-02,00:10:00,2016,7,3,0,SABADO,NOCHE,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.37864583,-34.62907067
2016-0088,1,2016-07-11,15:30:00,2016,7,11,15,LUNES,DIA,CERETTI Y NUÑEZ,CALLE,12,PEATON-AUTO,PEATON,AUTO,-58.5015175,-34.56767549
2016-0089,1,2016-07-14,06:40:00,2016,7,14,6,JUEVES,DIA,AV LUGONES Y LA PAMPA,AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO,-58.43233425,-34.55185825
2016-0090,1,2016-07-14,22:00:00,2016,7,14,22,JUEVES,NOCHE,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41971993,-34.6111224
2016-0092,1,2016-07-15,11:00:00,2016,7,15,11,VIERNES,DIA,AV GRAL PAZ Y AV LIBERTADOR,AUTOPISTA,13,MOTO-CARGAS,MOTO,CARGAS,-58.46743471,-34.53476874
2016-0093,1,2016-07-17,03:30:00,2016,7,17,3,DOMINGO,NOCHE,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,6,AUTO-AUTO,AUTO,AUTO,-58.44362126,-34.62301748
2016-0095,1,2016-07-23,06:12:00,2016,7,23,6,SABADO,DIA,MERCEDES Y AV GRAL MOSCONI,AVENIDA,11,MOTO-AUTO,MOTO,AUTO,-58.51713095,-34.59546519
2016-0096,1,2016-07-25,07:00:00,2016,7,25,7,LUNES,DIA,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,-58.47433193007387,-34.66684950051973
2016-0097,1,2016-07-26,18:45:00,2016,7,26,18,MARTES,NOCHE,SOLIS Y MEXICO,CALLE,1,PEATON-AUTO,PEATON,AUTO,-58.39038605,-34.6156281
2016-0098,1,2016-07-27,16:08:00,2016,7,27,16,MIERCOLES,DIA,AV SAN JUAN Y ALBERTI,AVENIDA,3,MOTO-CARGAS,MOTO,CARGAS,-58.40042405,-34.62356174
2016-0099,1,2016-07-29,16:00:00,2016,7,29,16,VIERNES,DIA,AV GRAL MOSCONI Y AV GRAL PAZ,AUTOPISTA,11,CARGAS-CARGAS,CARGAS,CARGAS,-58.52340614,-34.59798754
2016-0100,1,2016-08-03,23:27:00,2016,8,3,23,MIERCOLES,NOCHE,AV GRAL PAZ  Y DONADO,AUTOPISTA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.49491054,-34.54795581
2016-0101,1,2016-08-07,19:42:00,2016,8,7,19,DOMINGO,NOCHE,AV GRAL PAZ Y JORGE CHAVEZ,AUTOPISTA,9,SD-SD,SD,SD,-58.52932872,-34.65014993
2016-0102,1,2016-08-10,23:37:00,2016,8,10,23,MIERCOLES,NOCHE,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,-58.50011639,-34.67316502
2016-0104,1,2016-08-14,21:15:00,2016,8,14,21,DOMINGO,NOCHE,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,9,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.46635001,-34.65624369
2016-0105,1,2016-08-17,00:05:00,2016,8,17,0,MIERCOLES,NOCHE,AV FEDERICO LACROZE Y FRAGA,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45343236,-34.58435809
2016-0106,1,2016-08-19,21:02:00,2016,8,19,21,VIERNES,NOCHE,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38090932,-34.58927731
2016-0107,1,2016-08-20,08:22:00,2016,8,20,8,SABADO,DIA,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,4,MOTO-AUTO,MOTO,AUTO,-58.37157668,-34.65429986
2016-0109,1,2016-08-24,05:45:00,2016,8,24,5,MIERCOLES,NOCHE,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,9,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.52280139,-34.63659934
2016-0110,1,2016-08-24,20:21:00,2016,8,24,20,MIERCOLES,NOCHE,AV ALBERDI Y CARHUE,AVENIDA,9,PEATON-SD,PEATON,SD,-58.51232237,-34.6590353
2016-0111,1,2016-08-25,09:30:00,2016,8,25,9,JUEVES,DIA,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,15,MOTO-CARGAS,MOTO,CARGAS,-58.47461905,-34.57663634
2016-0112,1,2016-08-27,04:40:00,2016,8,27,4,SABADO,NOCHE,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.38268809,-34.62282019
2016-0113,1,2016-08-27,16:45:00,2016,8,27,16,SABADO,DIA,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49603546,-34.64564271
2016-0114,1,2016-08-31,11:20:00,2016,8,31,11,MIERCOLES,DIA,SALGUERO 1410,CALLE,14,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.41848605,-34.59394733
2016-0115,1,2016-09-02,11:50:00,2016,9,2,11,VIERNES,DIA,ARIAS Y TRONADOR,CALLE,12,SD-CARGAS,SD,CARGAS,-58.48935041,-34.54917673
2016-0116,1,2016-09-02,20:20:00,2016,9,2,20,VIERNES,NOCHE,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,-58.44451316,-34.68475866
2016-0117,1,2016-09-03,15:30:00,2016,9,3,15,SABADO,DIA,AV DEL LIBERTADOR Y TAGLE,AVENIDA,14,AUTO-AUTO,AUTO,AUTO,-58.39936478,-34.58271474
2016-0118,1,2016-09-04,03:30:00,2016,9,4,3,DOMINGO,NOCHE,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,1,AUTO-AUTO,AUTO,AUTO,-58.37936704,-34.62694503
2016-0119,1,2016-09-04,06:40:00,2016,9,4,6,DOMINGO,DIA,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,12,SD-SD,SD,SD,-58.49659234,-34.56353635
2016-0122,1,2016-09-13,07:10:00,2016,9,13,7,MARTES,DIA,AV EVA PERON 4233,AVENIDA,9,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.47256391,-34.65194557
2016-0123,1,2016-09-14,09:00:00,2016,9,14,9,MIERCOLES,DIA,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.45130953,-34.64053676
2016-0124,1,2016-09-16,15:24:00,2016,9,16,15,VIERNES,DIA,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46271207,-34.62884871
2016-0125,1,2016-09-17,12:14:00,2016,9,17,12,SABADO,DIA,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,10,MOTO-MOTO,MOTO,MOTO,-58.49020869,-34.64243791
2016-0126,2,2016-09-18,22:45:00,2016,9,18,22,DOMINGO,NOCHE,IRIGOYEN Y TINOGASTA,CALLE,10,AUTO-CARGAS,AUTO,CARGAS,-58.52572109,-34.62125906
2016-0127,1,2016-09-24,10:25:00,2016,9,24,10,SABADO,DIA,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44094791,-34.66677111
2016-0128,1,2016-10-02,11:30:00,2016,10,2,11,DOMINGO,DIA,CASTRO Y AV PAVON,AVENIDA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41914024,-34.6305389
2016-0130,1,2016-10-04,12:30:00,2016,10,4,12,MARTES,DIA,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,1,MOTO-CARGAS,MOTO,CARGAS,-58.37910942,-34.62764717
2016-0131,1,2016-10-09,19:13:00,2016,10,9,19,DOMINGO,NOCHE,MIRAVE 3500,CALLE,4,PEATON-AUTO,PEATON,AUTO,-58.39871183,-34.64539318
2016-0132,1,2016-10-10,02:30:00,2016,10,10,2,LUNES,NOCHE,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,3,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.41036975,-34.62477021
2016-0133,1,2016-10-14,00:05:00,2016,10,14,0,VIERNES,NOCHE,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,-58.40204698,-34.5834269
2016-0134,1,2016-10-23,05:00:00,2016,10,23,5,DOMINGO,NOCHE,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.48935287,-34.67648597
2016-0135,1,2016-10-24,05:00:00,2016,10,24,5,LUNES,NOCHE,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,14,PEATON-SD,PEATON,SD,-58.42260225,-34.56403694
2016-0136,1,2016-10-25,00:00:00,2016,10,25,0,MARTES,NOCHE,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,4,MOTO-CARGAS,MOTO,CARGAS,-58.36208628509361,-34.62521899879487
2016-0137,1,2016-10-25,00:39:00,2016,10,25,0,MARTES,NOCHE,AV SAN MARTIN Y LADINES,AVENIDA,11,MOTO-MOTO,MOTO,MOTO,-58.51537091,-34.59035925
2016-0138,1,2016-10-27,20:30:00,2016,10,27,20,JUEVES,NOCHE,AV CABILDO Y BLANCO ENCALADA,AVENIDA,13,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.4590967,-34.55922742
2016-0139,1,2016-10-28,23:00:00,2016,10,28,23,VIERNES,NOCHE,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,14,MOTO-MOTO,MOTO,MOTO,-58.42008769,-34.56539579
2016-0140,1,2016-10-31,02:58:00,2016,10,31,2,LUNES,NOCHE,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,13,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,-58.45566399,-34.56147293
2016-0142,1,2016-11-05,23:30:00,2016,11,5,23,SABADO,NOCHE,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37533517,-34.59276462
2016-0143,1,2016-11-06,04:41:00,2016,11,6,4,DOMINGO,NOCHE,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,MOTO-SD,MOTO,SD,-58.44451316,-34.68475866
2016-0144,1,2016-11-07,12:10:00,2016,11,7,12,LUNES,DIA,AV. ALTE. BROWN 984,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.35975012,-34.63343907
2016-0145,1,2016-11-07,20:56:00,2016,11,7,20,LUNES,NOCHE,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,13,MOTO-AUTO,MOTO,AUTO,-58.44523595,-34.55953855
2016-0146,1,2016-11-09,20:00:00,2016,11,9,20,MIERCOLES,NOCHE,PICHINCHA Y AV BRASIL,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39626094,-34.63036565
2016-0147,1,2016-11-16,21:15:00,2016,11,16,21,MIERCOLES,NOCHE,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOVIL-PASAJEROS,MOVIL,PASAJEROS,-58.38896772,-34.61799615
2016-0148,1,2016-11-16,22:20:00,2016,11,16,22,MIERCOLES,NOCHE,AV GARMENDIA 4895,AVENIDA,15,MOTO-MOTO,MOTO,MOTO,-58.46536113,-34.59484504
2016-0150,1,2016-11-18,18:20:00,2016,11,18,18,VIERNES,NOCHE,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,4,CARGAS-CARGAS,CARGAS,CARGAS,-58.40879146,-34.65273216
2016-0151,1,2016-11-18,20:35:00,2016,11,18,20,VIERNES,NOCHE,SD,CALLE,0,PEATON-SD,PEATON,SD,SD,SD
2016-0152,1,2016-11-23,21:10:00,2016,11,23,21,MIERCOLES,NOCHE,AV PERITO MORENO Y ZUVIRIA,AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.46451841,-34.64991946
2016-0153,1,2016-11-25,15:42:00,2016,11,25,15,VIERNES,DIA,ARAOZ Y AV CORDOBA,AVENIDA,15,PEATON-MOTO,PEATON,MOTO,-58.4291709,-34.59485488
2016-0154,1,2016-11-26,14:14:00,2016,11,26,14,SABADO,DIA,AV GRAL PAZ 15200,AUTOPISTA,8,MOTO-MOTO,MOTO,MOTO,-58.49007772,-34.68251141
2016-0155,1,2016-11-26,16:50:00,2016,11,26,16,SABADO,DIA,MADERO 900,CALLE,10,PEATON-AUTO,PEATON,AUTO,-58.52756365,-34.62772274
2016-0156,1,2016-11-26,19:40:00,2016,11,26,19,SABADO,NOCHE,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40638983,-34.61943202
