ID,N_VICTIMAS,FECHA,HORA,AAAA,MM,DD,HH,DIA_SEMANA,DIA_NOCHE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2017-0136,1,2017-11-16,08:43:00,2017,11,16,8,JUEVES,DIA,DEL BARCO CENTENERA Y RABANAL,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41827843,-34.65522746
2017-0137,1,2017-11-17,11:45:00,2017,11,17,11,VIERNES,DIA,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,11,PEATON-CARGAS,PEATON,CARGAS,-58.51280715,-34.59279388
2017-0138,1,2017-11-19,10:30:00,2017,11,19,10,DOMINGO,DIA,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.46258582,-34.64385704
2017-0139,1,2017-11-19,22:30:00,2017,11,19,22,DOMINGO,NOCHE,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.45064148,-34.68003614
2017-0140,1,2017-11-19,23:22:17,2017,11,19,23,DOMINGO,NOCHE,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37892326254521,-34.62829725723556
2017-0141,1,2017-11-23,19:45:00,2017,11,23,19,JUEVES,NOCHE,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,6,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42717783,-34.62513374
2017-0143,1,2017-11-25,21:45:00,2017,11,25,21,SABADO,NOCHE,TRELLES Y GRAL. CESAR DIAZ,CALLE,11,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.46442001,-34.60724519
2017-0144,1,2017-11-26,06:45:00,2017,11,26,6,DOMINGO,DIA,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AUTOPISTA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.47064556,-34.69843756
2017-0145,1,2017-11-26,17:05:00,2017,11,26,17,DOMINGO,DIA,MAZA Y DON BOSCO,CALLE,5,MOTO-AUTO,MOTO,AUTO,-58.41677733,-34.61223119
2017-0147,1,2017-11-28,11:15:00,2017,11,28,11,MARTES,DIA,AV. GRAL. PAZ Y AV. EVA PERON,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,-58.5025179,-34.67450313
2017-0148,1,2017-11-29,10:45:00,2017,11,29,10,MIERCOLES,DIA,AV. SAN JUAN Y LA RIOJA,AVENIDA,3,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40708125,-34.62438894
2017-0149,1,2017-11-30,12:20:00,2017,11,30,12,JUEVES,DIA,AV. PASEO COLON Y MEXICO,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.36947198,-34.61477051
2017-0150,1,2017-12-04,01:15:00,2017,12,4,1,LUNES,NOCHE,AV. RIVADAVIA Y MIRALLA,AVENIDA,9,PEATON-AUTO,PEATON,AUTO,-58.51140889,-34.63934531
2017-0151,1,2017-12-04,02:15:00,2017,12,4,2,LUNES,NOCHE,VIEYTES Y LUJAN,CALLE,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37460912,-34.65559133
2017-0152,1,2017-12-06,17:30:00,2017,12,6,17,MIERCOLES,DIA,CACHI Y TRAFUL,CALLE,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.41146277,-34.65073916
2017-0153,2,2017-12-11,02:00:00,2017,12,11,2,LUNES,NOCHE,ROSARIO Y AV. LA PLATA,AVENIDA,6,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.42855267,-34.61829385
2017-0154,1,2017-12-11,09:15:00,2017,12,11,9,LUNES,DIA,AV. ENTRE RIOS Y AV. CASEROS,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39035581,-34.63412287
2017-0155,1,2017-12-12,21:25:41,2017,12,12,21,MARTES,NOCHE,AV. RIVADAVIA 6350,AVENIDA,7,SD-MOTO,SD,MOTO,-58.45593915,-34.62656868
2017-0157,1,2017-12-17,09:02:00,2017,12,17,9,DOMINGO,DIA,AV. GRAL. PAZ Y HUMAITA,AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.52866211,-34.64597065
2017-0158,1,2017-12-18,21:30:00,2017,12,18,21,LUNES,NOCHE,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AUTOPISTA,11,MOTO-AUTO,MOTO,AUTO,-58.52037476,-34.59407024
2017-0159,1,2017-12-20,04:31:27,2017,12,20,4,MIERCOLES,NOCHE,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.38896772,-34.61799615
2017-0160,1,2017-12-22,13:15:00,2017,12,22,13,VIERNES,DIA,AV. NAZCA 365,AVENIDA,7,PEATON-MOTO,PEATON,MOTO,-58.47074114,-34.62771756
2017-0161,1,2017-12-26,15:30:00,2017,12,26,15,MARTES,DIA,AV. EVA PERON 5249,AVENIDA,9,PEATON-AUTO,PEATON,AUTO,-58.48200819,-34.65969965
2018-0001,1,2018-01-01,22:50:00,2018,1,1,22,LUNES,NOCHE,San Juan Av. Y Rincón,AVENIDA,3,PEATON-MOTO,PEATON,MOTO,-58.39536773,-34.62297346
2018-0002,1,2018-01-03,16:40:00,2018,1,3,16,MIERCOLES,DIA,Peru 937,CALLE,1,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.37456088,-34.61895467
2018-0003,1,2018-01-05,10:12:00,2018,1,5,10,VIERNES,DIA,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,15,MULTIPLE,PEATON,MULTIPLE,-58.44860217,-34.60395657
2018-0004,1,2018-01-09,09:40:00,2018,1,9,9,MARTES,DIA,Del Libertador Av. y Manzanares,AVENIDA,13,MULTIPLE,MOTO,MULTIPLE,-58.46129513,-34.54332766
2018-0005,1,2018-01-09,22:30:00,2018,1,9,22,MARTES,NOCHE,Paseo Colon Av. 1019,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.36907201,-34.61953517
2018-0006,1,2018-01-10,21:15:00,2018,1,10,21,MIERCOLES,NOCHE,Valle y Barco Centenera Del,CALLE,6,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.44062219,-34.62499107
2018-0007,1,2018-01-11,02:30:00,2018,1,11,2,JUEVES,NOCHE,AU Perito Moreno  KM 0.6,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,-58.52502765,-34.63601265
2018-0008,1,2018-01-12,17:50:00,2018,1,12,17,VIERNES,DIA,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.36659655,-34.61687778
2018-0009,1,2018-01-14,02:00:00,2018,1,14,2,DOMINGO,NOCHE,"Pilcomayo y Brown, Alte. Av.",AVENIDA,4,MOTO-MOTO,MOTO,MOTO,-58.36737389,-34.62763661
2018-0010,1,2018-01-18,05:10:00,2018,1,18,5,JUEVES,NOCHE,"Cervantes y Belaustegui, Luis, Dr.",CALLE,10,MOTO-CARGAS,MOTO,CARGAS,-58.49807953,-34.63038658
2018-0011,1,2018-01-19,10:30:00,2018,1,19,10,VIERNES,DIA,Callao y Vte. Lopez,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39092703,-34.59088447
2018-0012,1,2018-01-26,13:30:00,2018,1,26,13,VIERNES,DIA,"Oliden y Chilavert, Martiniano, Coronel",CALLE,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.46912006,-34.68049201
2018-0013,1,2018-01-28,08:15:00,2018,1,28,8,DOMINGO,DIA,Congreso Av. y Galvan,AVENIDA,12,MOTO-AUTO,MOTO,AUTO,-58.48661286,-34.56786129
2018-0014,1,2018-01-31,20:00:00,2018,1,31,20,MIERCOLES,NOCHE,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,7,PEATON-MOTO,PEATON,MOTO,-58.44074927,-34.65080597
2018-0015,2,2018-02-06,01:00:00,2018,2,6,1,MARTES,NOCHE,Australia Av. 2800,AVENIDA,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38636298,-34.64684275
2018-0016,1,2018-02-15,10:15:00,2018,2,15,10,JUEVES,DIA,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.37533517,-34.59276462
2018-0017,1,2018-02-17,04:15:00,2018,2,17,4,SABADO,NOCHE,San Pedrito Av. y Rivadavia Av.,AVENIDA,7,PEATON-AUTO,PEATON,AUTO,-58.46963952,-34.63070603
2018-0018,1,2018-02-17,07:15:00,2018,2,17,7,SABADO,DIA,"Isabel La Catolica y Salvadores, Cnel.",CALLE,4,MOTO-CARGAS,MOTO,CARGAS,-58.37207554,-34.64543658
2018-0019,1,2018-02-17,12:30:00,2018,2,17,12,SABADO,DIA,Las Heras General Av. y Callao Av.,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39189441,-34.59176378
2018-0020,1,2018-02-19,22:00:00,2018,2,19,22,LUNES,NOCHE,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,-58.45012957,-34.66518343
2018-0021,1,2018-02-22,10:45:00,2018,2,22,10,JUEVES,DIA,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40184094,-34.64546845
2018-0022,1,2018-02-24,00:00:00,2018,2,24,0,SABADO,NOCHE,"Montes De Oca, Manuel y Olavarria",AVENIDA,4,MOTO-CARGAS,MOTO,CARGAS,-58.37441153,-34.63966783
2018-0023,1,2018-02-24,06:00:00,2018,2,24,6,SABADO,DIA,Barco Centenera Del y Rosario,CALLE,6,MOTO-AUTO,MOTO,AUTO,-58.44110156,-34.62082399
2018-0024,1,2018-02-28,23:00:00,2018,2,28,23,MIERCOLES,NOCHE,Alvarez Thomas Av. y Donado,AVENIDA,15,PEATON-CARGAS,PEATON,CARGAS,-58.47087351,-34.57827342
2018-0025,1,2018-03-04,22:30:00,2018,3,4,22,DOMINGO,NOCHE,Av. Avellaneda y Av. Boyacá,AVENIDA,7,PEATON-AUTO,PEATON,AUTO,-58.4596221,-34.6224514
2018-0026,2,2018-03-09,04:45:00,2018,3,9,4,VIERNES,NOCHE,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,4,MOVIL-CARGAS,MOVIL,CARGAS,-58.41657793,-34.65476216
2018-0027,1,2018-03-11,23:00:00,2018,3,11,23,DOMINGO,NOCHE,Castro y Rondeau,CALLE,5,PEATON-MOTO,PEATON,MOTO,-58.41911301,-34.63722107
2018-0028,1,2018-03-13,15:45:00,2018,3,13,15,MARTES,DIA,"Bilbao, Francisco Av. y Azul",AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS,-58.47120586,-34.64251042
2018-0029,1,2018-03-15,18:00:00,2018,3,15,18,JUEVES,NOCHE,Nazca Av. y Gaona Av.,AVENIDA,11,MOTO-AUTO,MOTO,AUTO,-58.47418944,-34.62049672
2018-0030,1,2018-03-20,01:30:00,2018,3,20,1,MARTES,NOCHE,Plaza y Alvarez Thomas Av.,AVENIDA,15,MOTO-MOTO,MOTO,MOTO,-58.46720441,-34.57905579
2018-0031,1,2018-03-28,10:15:00,2018,3,28,10,MIERCOLES,DIA,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS,-58.46909362,-34.6177971
2018-0032,1,2018-04-02,13:00:00,2018,4,2,13,LUNES,DIA,Cabildo Av. y Aguilar,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44704343,-34.5688864
2018-0033,1,2018-04-07,07:30:00,2018,4,7,7,SABADO,DIA,Camarones y Lope De Vega Av.,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS,-58.50535541,-34.62902048
2018-0034,1,2018-04-11,18:15:00,2018,4,11,18,MIERCOLES,NOCHE,Santa Fe Av. 2320,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40021675,-34.59522198
2018-0035,1,2018-04-12,16:45:00,2018,4,12,16,JUEVES,DIA,Av. Rivadavia 6950,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46325991,-34.62919627
2018-0036,1,2018-04-13,23:15:00,2018,4,13,23,VIERNES,NOCHE,Av. San Martín y Argerich,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.49471482,-34.59694755
2018-0037,1,2018-04-18,18:45:00,2018,4,18,18,MIERCOLES,NOCHE,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS,-58.3987261,-34.59975962
2018-0038,2,2018-04-20,17:10:00,2018,4,20,17,VIERNES,DIA,AV. RIVADAVIA 1571,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,-58.38872177,-34.60885045
2018-0039,1,2018-04-21,22:15:00,2018,4,21,22,SABADO,NOCHE,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,PEATON-AUTO,PEATON,AUTO,-58.42457524052321,-34.55650578682909
2018-0040,1,2018-04-27,11:00:00,2018,4,27,11,VIERNES,DIA,Ramon Freire y Virrey Olaguer y Feliu,CALLE,13,PEATON-CARGAS,PEATON,CARGAS,-58.45686132,-34.57305993
2018-0041,1,2018-04-27,13:30:00,2018,4,27,13,VIERNES,DIA,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42281627,-34.64282424
2018-0042,1,2018-04-27,18:43:00,2018,4,27,18,VIERNES,NOCHE,BRANDSEN y PERDRIEL,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,-58.38666024,-34.63953396
2018-0043,1,2018-04-28,06:30:00,2018,4,28,6,SABADO,DIA,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,11,MOTO-AUTO,MOTO,AUTO,-58.49122843,-34.61207587
2018-0044,1,2018-04-28,09:00:00,2018,4,28,9,SABADO,DIA,Alberti e Independencia Av.,AVENIDA,3,PEATON-AUTO,PEATON,AUTO,-58.40098306,-34.61866627
2018-0045,1,2018-04-30,07:00:00,2018,4,30,7,LUNES,DIA,Alvarez Thomas Av. 879,AVENIDA,13,AUTO-CARGAS,AUTO,CARGAS,-58.45448963,-34.5791692
2018-0046,1,2018-05-02,03:15:00,2018,5,2,3,MIERCOLES,NOCHE,Av. Gral. Paz y Av. Rivadavia,AUTOPISTA,9,PEATON-AUTO,PEATON,AUTO,-58.52927982,-34.63931752
2018-0047,1,2018-05-08,19:00:00,2018,5,8,19,MARTES,NOCHE,Av. Corrientes y Av. Dorrego,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44759966,-34.5917024
2018-0048,1,2018-05-09,10:30:00,2018,5,9,10,MIERCOLES,DIA,Rivadavia Av. y Pedernera,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068
2018-0049,1,2018-05-11,19:15:00,2018,5,11,19,VIERNES,NOCHE,Quesada 2300,CALLE,13,PEATON-AUTO,PEATON,AUTO,-58.4621322,-34.55395823
2018-0050,1,2018-05-14,18:45:00,2018,5,14,18,LUNES,NOCHE,Cabildo Av. y Juramento Av.,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45669422,-34.5620361
2018-0051,1,2018-05-15,21:15:00,2018,5,15,21,MARTES,NOCHE,"California y Carbonari, Francisco, Cmte.",CALLE,4,PEATON-AUTO,PEATON,AUTO,-58.3597716,-34.64341878
2018-0052,1,2018-05-18,20:30:00,2018,5,18,20,VIERNES,NOCHE,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49820145,-34.59070093
2018-0053,1,2018-05-20,02:30:00,2018,5,20,2,DOMINGO,NOCHE,San Luis y Aguero,CALLE,3,MOTO-AUTO,MOTO,AUTO,-58.4105928,-34.5993918
2018-0054,1,2018-05-22,11:15:00,2018,5,22,11,MARTES,DIA,Lugones 2430,CALLE,12,PEATON-BICICLETA,PEATON,BICICLETA,-58.47969138,-34.57121563
2018-0055,1,2018-05-29,07:30:00,2018,5,29,7,MARTES,DIA,Independencia Av. y Jujuy Av.,AVENIDA,3,MOTO-AUTO,MOTO,AUTO,-58.40351561,-34.61883916
2018-0056,1,2018-06-02,13:00:00,2018,6,2,13,SABADO,DIA,Av. Rivadavia 11050,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.51973844,-34.63918987
2018-0057,1,2018-06-03,03:30:00,2018,6,3,3,DOMINGO,NOCHE,Combate De Los Pozos y Humberto 1°,CALLE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39311376,-34.62163006
2018-0058,1,2018-06-03,06:30:00,2018,6,3,6,DOMINGO,DIA,Cordoba Av. y Thames,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.43531242,-34.59082159
2018-0059,1,2018-06-08,06:20:00,2018,6,8,6,VIERNES,DIA,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,5,MOTO-MOVIL,MOTO,OTRO,-58.41178165,-34.63035454
2018-0060,1,2018-06-08,12:50:00,2018,6,8,12,VIERNES,DIA,"Lavalle y Alem, Leandro N. Av.",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.370488,-34.60189492
2018-0061,1,2018-06-10,11:15:00,2018,6,10,11,DOMINGO,DIA,Estados Unidos y Pichincha,CALLE,3,MOTO-MOTO,MOTO,MOTO,-58.39883882,-34.61964833
2018-0062,1,2018-06-14,01:00:00,2018,6,14,1,JUEVES,NOCHE,Rosario y Barco Centenera Del,CALLE,6,PEATON-CARGAS,PEATON,CARGAS,-58.44110156,-34.62082399
2018-0063,1,2018-06-16,21:15:00,2018,6,16,21,SABADO,NOCHE,Av. Leandro N. Alem y Viamonte,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37093138,-34.59952725
2018-0064,1,2018-06-25,01:15:00,2018,6,25,1,LUNES,NOCHE,Varela Av. y Primera Junta,AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,-58.45855262,-34.63953253
2018-0065,1,2018-06-26,17:30:00,2018,6,26,17,MARTES,DIA,"Pellegrini, Carlos y Juncal",CALLE,1,MOTO-CARGAS,MOTO,CARGAS,-58.38161909,-34.59283447
2018-0066,1,2018-06-28,11:00:00,2018,6,28,11,JUEVES,DIA,Av. Corrientes y Av. Federico Lacroze,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45511899,-34.58698157
2018-0067,1,2018-06-29,16:15:00,2018,6,29,16,VIERNES,DIA,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,4,PASAJEROS-AUTO,PASAJEROS,AUTO,-58.37724226,-34.62973033
2018-0068,1,2018-07-01,09:00:00,2018,7,1,9,DOMINGO,DIA,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.45546217,-34.62930339
2018-0069,1,2018-07-04,21:45:00,2018,7,4,21,MIERCOLES,NOCHE,Córdoba Av. 2215,AVENIDA,2,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.39897064,-34.59954925
2018-0070,1,2018-07-07,15:45:00,2018,7,7,15,SABADO,DIA,"Estados Unidos y Urquiza, Gral.",CALLE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40917826,-34.62126274
2018-0071,1,2018-07-10,17:50:00,2018,7,10,17,MARTES,DIA,Moreno y Av. Huergo,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.36726348,-34.61099738
2018-0072,1,2018-07-11,13:15:00,2018,7,11,13,MIERCOLES,DIA,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,-58.48267426,-34.68454456
2018-0073,1,2018-07-11,15:45:00,2018,7,11,15,MIERCOLES,DIA,"Iriarte, Gral. Av. 3400",AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.39546165,-34.65168841
2018-0074,1,2018-07-14,06:04:00,2018,7,14,6,SABADO,DIA,AV. JUAN B. ALBERDI 2968,AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,-58.46941984,-34.63376545
2018-0075,1,2018-07-15,07:30:00,2018,7,15,7,DOMINGO,DIA,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,14,PEATON-AUTO,PEATON,AUTO,-58.40367321,-34.58129246
2018-0076,1,2018-07-16,09:30:00,2018,7,16,9,LUNES,DIA,"Chavez, Jorge y Paz, Gral. Av.",CALLE,9,AUTO-CARGAS,AUTO,CARGAS,-58.52932872,-34.65014993
2018-0077,1,2018-07-16,23:15:00,2018,7,16,23,LUNES,NOCHE,"Urquiza, Gral. y Estados Unidos",CALLE,3,AUTO-CARGAS,AUTO,CARGAS,-58.40917826,-34.62126274
2018-0078,1,2018-07-21,06:15:00,2018,7,21,6,SABADO,DIA,Paraguay y Sánchez De Bustamante,CALLE,2,PEATON-AUTO,PEATON,AUTO,-58.41264127,-34.59473294
2018-0079,1,2018-07-23,07:15:00,2018,7,23,7,LUNES,DIA,"De Los Corrales Av. y Paz, Gral. Av.",AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS,-58.50877521,-34.66977709
2018-0080,1,2018-07-25,22:22:00,2018,7,25,22,MIERCOLES,NOCHE,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,9,PEATON-AUTO,PEATON,AUTO,-58.51232237,-34.6590353
2018-0081,1,2018-07-29,06:30:00,2018,7,29,6,DOMINGO,DIA,Castañares Av. y Rivera Indarte Av.,AVENIDA,7,MULTIPLE,PEATON,MULTIPLE,-58.44744156,-34.64567171
2018-0082,1,2018-08-01,15:53:00,2018,8,1,15,MIERCOLES,DIA,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,-58.49441273,-34.65869968
2018-0083,1,2018-08-02,05:20:00,2018,8,2,5,JUEVES,NOCHE,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,-58.47976785,-34.69153196
2018-0084,1,2018-08-03,07:25:00,2018,8,3,7,VIERNES,DIA,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS,-58.36523349,-34.62260331
2018-0085,2,2018-08-03,18:16:00,2018,8,3,18,VIERNES,NOCHE,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39118948,-34.62704273
2018-0086,1,2018-08-10,21:44:00,2018,8,10,21,VIERNES,NOCHE,Directorio Av. y Guardia Nacional,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49019551,-34.65015854
2018-0087,1,2018-08-15,19:20:00,2018,8,15,19,MIERCOLES,NOCHE,Pavon Av. Y Colombres,AVENIDA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41644362,-34.63023775
2018-0088,1,2018-08-17,16:36:00,2018,8,17,16,VIERNES,DIA,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AUTOPISTA,12,MOTO-CARGAS,MOTO,CARGAS,-58.5007381,-34.5497951
2018-0089,1,2018-08-17,17:56:00,2018,8,17,17,VIERNES,DIA,Pichincha Av. y Brasil,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39626094,-34.63036565
2018-0090,1,2018-08-18,10:34:00,2018,8,18,10,SABADO,DIA,27 De Febrero Av. y Pergamino,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,-58.43284809,-34.67051543
2018-0091,1,2018-08-19,18:47:00,2018,8,19,18,DOMINGO,NOCHE,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,-58.52280139,-34.63659934
2018-0092,1,2018-08-20,08:20:00,2018,8,20,8,LUNES,DIA,Cordoba Av. y Gascon,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,-58.4233693,-34.59774487
2018-0093,1,2018-08-20,08:41:00,2018,8,20,8,LUNES,DIA,15 De Noviembre De 1889 1513,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38691681,-34.63105973
2018-0094,1,2018-08-23,05:35:00,2018,8,23,5,JUEVES,NOCHE,"Salguero, Jeronimo y Beruti",CALLE,14,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.4116902,-34.5857988
2018-0095,1,2018-08-26,00:59:00,2018,8,26,0,DOMINGO,NOCHE,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,9,AUTO-AUTO,AUTO,AUTO,-58.46739825,-34.65117757
2018-0096,1,2018-08-31,22:20:00,2018,8,31,22,VIERNES,NOCHE,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,-58.44483258,-34.67152226
2018-0097,1,2018-09-02,10:50:00,2018,9,2,10,DOMINGO,DIA,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,8,AUTO-MOVIL,AUTO,OTRO,-58.43254025,-34.66128115
2018-0098,2,2018-09-09,05:00:00,2018,9,9,5,DOMINGO,NOCHE,Av. Gral. Paz e/ Ferre y Beron de Astrada,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.47199387,-34.69640164
2018-0099,1,2018-09-12,14:25:00,2018,9,12,14,MIERCOLES,DIA,Rivadavia Av. y Pedernera,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068
2018-0100,1,2018-09-20,10:30:00,2018,9,20,10,JUEVES,DIA,Elvira Rawson de Dellepiane 150,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.36217754,-34.62367156
2018-0101,1,2018-09-21,00:15:00,2018,9,21,0,VIERNES,NOCHE,"Paz, Gral. Av. y Zapiola",AUTOPISTA,12,MULTIPLE,AUTO,MULTIPLE,-58.48098594,-34.5407313
2018-0102,1,2018-09-21,00:30:00,2018,9,21,0,VIERNES,NOCHE,FAMATINA Y DIOGENES TABORDA,CALLE,4,MOTO-AUTO,MOTO,AUTO,-58.41083404,-34.64640709
2018-0103,1,2018-09-27,17:51:00,2018,9,27,17,JUEVES,DIA,Av. Castañares y Bonorino,AVENIDA,7,PEATON-MOTO,PEATON,MOTO,-58.44609828,-34.64446729
2018-0104,1,2018-10-01,08:58:00,2018,10,1,8,LUNES,DIA,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,4,MOTO-MOTO,MOTO,MOTO,-58.37709334,-34.64035082
2018-0105,1,2018-10-03,18:12:00,2018,10,3,18,MIERCOLES,NOCHE,Nazca Av. y Rivadavia Av.,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46963952,-34.63070603
2018-0106,1,2018-10-04,22:02:00,2018,10,4,22,JUEVES,NOCHE,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,13,MOTO-MOTO,MOTO,MOTO,-58.43674281,-34.55161027
2018-0107,1,2018-10-06,14:20:00,2018,10,6,14,SABADO,DIA,Rivadavia Av. y Jujuy Av.,AVENIDA,3,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4059686,-34.61011987
