,ID,N_VICTIMAS,FECHA,HORA,AAAA,MM,DD,HH,DIA_SEMANA,DIA_NOCHE,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO
318,2018-0031,1,2018-03-28,10:15:00,2018,3,28,10,MIERCOLES,DIA,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS,-58.46909362,-34.6177971,CONDUCTOR,MASCULINO,31,2018-03-28
319,2018-0032,1,2018-04-02,13:00:00,2018,4,2,13,LUNES,DIA,Cabildo Av. y Aguilar,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44704343,-34.5688864,PEATON,MASCULINO,70,2018-04-02
320,2018-0033,1,2018-04-07,07:30:00,2018,4,7,7,SABADO,DIA,Camarones y Lope De Vega Av.,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS,-58.50535541,-34.62902048,CONDUCTOR,FEMENINO,42,2018-04-10
321,2018-0034,1,2018-04-11,18:15:00,2018,4,11,18,MIERCOLES,NOCHE,Santa Fe Av. 2320,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40021675,-34.59522198,PEATON,MASCULINO,24,2018-04-11
322,2018-0035,1,2018-04-12,16:45:00,2018,4,12,16,JUEVES,DIA,Av. Rivadavia 6950,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46325991,-34.62919627,PEATON,FEMENINO,39,2018-04-12
323,2018-0036,1,2018-04-13,23:15:00,2018,4,13,23,VIERNES,NOCHE,Av. San Martín y Argerich,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.49471482,-34.59694755,CONDUCTOR,MASCULINO,37,2018-04-15
324,2018-0037,1,2018-04-18,18:45:00,2018,4,18,18,MIERCOLES,NOCHE,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS,-58.3987261,-34.59975962,PEATON,MASCULINO,84,2018-04-19
325,2018-0038,2,2018-04-20,17:10:00,2018,4,20,17,VIERNES,DIA,AV. RIVADAVIA 1571,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,-58.38872177,-34.60885045,PEATON,FEMENINO,59,2018-04-20
326,2018-0038,2,2018-04-20,17:10:00,2018,4,20,17,VIERNES,DIA,AV. RIVADAVIA 1571,AVENIDA,1,PEATON-AUTO,PEATON,AUTO,-58.38872177,-34.60885045,PEATON,MASCULINO,61,2018-04-20
327,2018-0039,1,2018-04-21,22:15:00,2018,4,21,22,SABADO,NOCHE,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,PEATON-AUTO,PEATON,AUTO,-58.42457524052321,-34.55650578682909,PEATON,MASCULINO,37,2018-04-21
328,2018-0040,1,2018-04-27,11:00:00,2018,4,27,11,VIERNES,DIA,Ramon Freire y Virrey Olaguer y Feliu,CALLE,13,PEATON-CARGAS,PEATON,CARGAS,-58.45686132,-34.57305993,PEATON,FEMENINO,,2018-04-27
329,2018-0041,1,2018-04-27,13:30:00,2018,4,27,13,VIERNES,DIA,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42281627,-34.64282424,PEATON,FEMENINO,78,2018-04-27
330,2018-0042,1,2018-04-27,18:43:00,2018,4,27,18,VIERNES,NOCHE,BRANDSEN y PERDRIEL,CALLE,4,MOTO-CARGAS,MOTO,CARGAS,-58.38666024,-34.63953396,PASAJERO_ACOMPAÑANTE,MASCULINO,23,2018-04-27
331,2018-0043,1,2018-04-28,06:30:00,2018,4,28,6,SABADO,DIA,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,11,MOTO-AUTO,MOTO,AUTO,-58.49122843,-34.61207587,CONDUCTOR,MASCULINO,25,2018-04-29
332,2018-0044,1,2018-04-28,09:00:00,2018,4,28,9,SABADO,DIA,Alberti e Independencia Av.,AVENIDA,3,PEATON-AUTO,PEATON,AUTO,-58.40098306,-34.61866627,PEATON,FEMENINO,50,2018-04-28
333,2018-0045,1,2018-04-30,07:00:00,2018,4,30,7,LUNES,DIA,Alvarez Thomas Av. 879,AVENIDA,13,AUTO-CARGAS,AUTO,CARGAS,-58.45448963,-34.5791692,CONDUCTOR,MASCULINO,60,2018-04-30
334,2018-0046,1,2018-05-02,03:15:00,2018,5,2,3,MIERCOLES,NOCHE,Av. Gral. Paz y Av. Rivadavia,AUTOPISTA,9,PEATON-AUTO,PEATON,AUTO,-58.52927982,-34.63931752,PEATON,MASCULINO,11,2018-05-02
335,2018-0047,1,2018-05-08,19:00:00,2018,5,8,19,MARTES,NOCHE,Av. Corrientes y Av. Dorrego,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44759966,-34.5917024,PEATON,MASCULINO,82,2018-05-09
336,2018-0048,1,2018-05-09,10:30:00,2018,5,9,10,MIERCOLES,DIA,Rivadavia Av. y Pedernera,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068,PEATON,MASCULINO,57,2018-05-16
337,2018-0049,1,2018-05-11,19:15:00,2018,5,11,19,VIERNES,NOCHE,Quesada 2300,CALLE,13,PEATON-AUTO,PEATON,AUTO,-58.4621322,-34.55395823,PEATON,FEMENINO,40,2018-05-13
338,2018-0050,1,2018-05-14,18:45:00,2018,5,14,18,LUNES,NOCHE,Cabildo Av. y Juramento Av.,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45669422,-34.5620361,PEATON,FEMENINO,47,2018-05-24
339,2018-0051,1,2018-05-15,21:15:00,2018,5,15,21,MARTES,NOCHE,"California y Carbonari, Francisco, Cmte.",CALLE,4,PEATON-AUTO,PEATON,AUTO,-58.3597716,-34.64341878,PEATON,FEMENINO,57,2018-05-15
340,2018-0052,1,2018-05-18,20:30:00,2018,5,18,20,VIERNES,NOCHE,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49820145,-34.59070093,PEATON,MASCULINO,78,2018-05-19
341,2018-0053,1,2018-05-20,02:30:00,2018,5,20,2,DOMINGO,NOCHE,San Luis y Aguero,CALLE,3,MOTO-AUTO,MOTO,AUTO,-58.4105928,-34.5993918,CONDUCTOR,MASCULINO,43,2018-05-20
342,2018-0054,1,2018-05-22,11:15:00,2018,5,22,11,MARTES,DIA,Lugones 2430,CALLE,12,PEATON-BICICLETA,PEATON,BICICLETA,-58.47969138,-34.57121563,PEATON,FEMENINO,86,2018-05-25
343,2018-0055,1,2018-05-29,07:30:00,2018,5,29,7,MARTES,DIA,Independencia Av. y Jujuy Av.,AVENIDA,3,MOTO-AUTO,MOTO,AUTO,-58.40351561,-34.61883916,CONDUCTOR,MASCULINO,21,2018-05-29
344,2018-0056,1,2018-06-02,13:00:00,2018,6,2,13,SABADO,DIA,Av. Rivadavia 11050,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.51973844,-34.63918987,PEATON,FEMENINO,69,2018-06-04
345,2018-0057,1,2018-06-03,03:30:00,2018,6,3,3,DOMINGO,NOCHE,Combate De Los Pozos y Humberto 1°,CALLE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39311376,-34.62163006,CONDUCTOR,MASCULINO,33,2018-06-04
346,2018-0058,1,2018-06-03,06:30:00,2018,6,3,6,DOMINGO,DIA,Cordoba Av. y Thames,AVENIDA,15,MOTO-AUTO,MOTO,AUTO,-58.43531242,-34.59082159,CONDUCTOR,MASCULINO,26,2018-06-13
347,2018-0059,1,2018-06-08,06:20:00,2018,6,8,6,VIERNES,DIA,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,5,MOTO-MOVIL,MOTO,OTRO,-58.41178165,-34.63035454,CONDUCTOR,MASCULINO,54,2018-06-08
348,2018-0060,1,2018-06-08,12:50:00,2018,6,8,12,VIERNES,DIA,"Lavalle y Alem, Leandro N. Av.",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.370488,-34.60189492,PEATON,MASCULINO,51,2018-06-08
349,2018-0061,1,2018-06-10,11:15:00,2018,6,10,11,DOMINGO,DIA,Estados Unidos y Pichincha,CALLE,3,MOTO-MOTO,MOTO,MOTO,-58.39883882,-34.61964833,CONDUCTOR,MASCULINO,51,2018-06-10
350,2018-0062,1,2018-06-14,01:00:00,2018,6,14,1,JUEVES,NOCHE,Rosario y Barco Centenera Del,CALLE,6,PEATON-CARGAS,PEATON,CARGAS,-58.44110156,-34.62082399,PEATON,MASCULINO,32,2018-06-14
351,2018-0063,1,2018-06-16,21:15:00,2018,6,16,21,SABADO,NOCHE,Av. Leandro N. Alem y Viamonte,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37093138,-34.59952725,PEATON,FEMENINO,28,2018-06-17
352,2018-0064,1,2018-06-25,01:15:00,2018,6,25,1,LUNES,NOCHE,Varela Av. y Primera Junta,AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,-58.45855262,-34.63953253,CONDUCTOR,MASCULINO,30,2018-06-25
353,2018-0065,1,2018-06-26,17:30:00,2018,6,26,17,MARTES,DIA,"Pellegrini, Carlos y Juncal",CALLE,1,MOTO-CARGAS,MOTO,CARGAS,-58.38161909,-34.59283447,CONDUCTOR,MASCULINO,35,2018-06-26
354,2018-0066,1,2018-06-28,11:00:00,2018,6,28,11,JUEVES,DIA,Av. Corrientes y Av. Federico Lacroze,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45511899,-34.58698157,PEATON,MASCULINO,73,2018-06-28
355,2018-0067,1,2018-06-29,16:15:00,2018,6,29,16,VIERNES,DIA,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,4,PASAJEROS-AUTO,PASAJEROS,AUTO,-58.37724226,-34.62973033,PASAJERO_ACOMPAÑANTE,FEMENINO,81,2018-07-06
356,2018-0068,1,2018-07-01,09:00:00,2018,7,1,9,DOMINGO,DIA,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,7,MOTO-AUTO,MOTO,AUTO,-58.45546217,-34.62930339,CONDUCTOR,MASCULINO,21,2018-07-01
357,2018-0069,1,2018-07-04,21:45:00,2018,7,4,21,MIERCOLES,NOCHE,Córdoba Av. 2215,AVENIDA,2,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.39897064,-34.59954925,CICLISTA,MASCULINO,20,2018-07-04
358,2018-0070,1,2018-07-07,15:45:00,2018,7,7,15,SABADO,DIA,"Estados Unidos y Urquiza, Gral.",CALLE,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40917826,-34.62126274,CONDUCTOR,MASCULINO,33,2018-07-07
359,2018-0071,1,2018-07-10,17:50:00,2018,7,10,17,MARTES,DIA,Moreno y Av. Huergo,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS,-58.36726348,-34.61099738,CONDUCTOR,MASCULINO,,2018-07-10
360,2018-0072,1,2018-07-11,13:15:00,2018,7,11,13,MIERCOLES,DIA,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,-58.48267426,-34.68454456,CONDUCTOR,MASCULINO,27,2018-07-13
361,2018-0073,1,2018-07-11,15:45:00,2018,7,11,15,MIERCOLES,DIA,"Iriarte, Gral. Av. 3400",AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS,-58.39546165,-34.65168841,PEATON,FEMENINO,67,2018-07-11
362,2018-0074,1,2018-07-14,06:04:00,2018,7,14,6,SABADO,DIA,AV. JUAN B. ALBERDI 2968,AVENIDA,7,AUTO-CARGAS,AUTO,CARGAS,-58.46941984,-34.63376545,CONDUCTOR,MASCULINO,25,2018-07-14
363,2018-0075,1,2018-07-15,07:30:00,2018,7,15,7,DOMINGO,DIA,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,14,PEATON-AUTO,PEATON,AUTO,-58.40367321,-34.58129246,PEATON,MASCULINO,23,2018-07-15
364,2018-0076,1,2018-07-16,09:30:00,2018,7,16,9,LUNES,DIA,"Chavez, Jorge y Paz, Gral. Av.",CALLE,9,AUTO-CARGAS,AUTO,CARGAS,-58.52932872,-34.65014993,CONDUCTOR,MASCULINO,73,2018-07-16
365,2018-0077,1,2018-07-16,23:15:00,2018,7,16,23,LUNES,NOCHE,"Urquiza, Gral. y Estados Unidos",CALLE,3,AUTO-CARGAS,AUTO,CARGAS,-58.40917826,-34.62126274,CONDUCTOR,MASCULINO,58,2018-07-17
366,2018-0078,1,2018-07-21,06:15:00,2018,7,21,6,SABADO,DIA,Paraguay y Sánchez De Bustamante,CALLE,2,PEATON-AUTO,PEATON,AUTO,-58.41264127,-34.59473294,PEATON,MASCULINO,27,2018-07-21
367,2018-0079,1,2018-07-23,07:15:00,2018,7,23,7,LUNES,DIA,"De Los Corrales Av. y Paz, Gral. Av.",AUTOPISTA,9,PEATON-CARGAS,PEATON,CARGAS,-58.50877521,-34.66977709,PEATON,MASCULINO,,2018-07-23
368,2018-0080,1,2018-07-25,22:22:00,2018,7,25,22,MIERCOLES,NOCHE,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,9,PEATON-AUTO,PEATON,AUTO,-58.51232237,-34.6590353,PEATON,MASCULINO,26,2018-07-25
369,2018-0081,1,2018-07-29,06:30:00,2018,7,29,6,DOMINGO,DIA,Castañares Av. y Rivera Indarte Av.,AVENIDA,7,MULTIPLE,PEATON,MULTIPLE,-58.44744156,-34.64567171,PEATON,MASCULINO,35,2018-07-29
370,2018-0082,1,2018-08-01,15:53:00,2018,8,1,15,MIERCOLES,DIA,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS,-58.49441273,-34.65869968,CONDUCTOR,FEMENINO,17,2018-08-01
371,2018-0083,1,2018-08-02,05:20:00,2018,8,2,5,JUEVES,NOCHE,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS,-58.47976785,-34.69153196,CONDUCTOR,MASCULINO,,2018-08-02
372,2018-0084,1,2018-08-03,07:25:00,2018,8,3,7,VIERNES,DIA,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS,-58.36523349,-34.62260331,PEATON,MASCULINO,45,2018-08-03
373,2018-0085,2,2018-08-03,18:16:00,2018,8,3,18,VIERNES,NOCHE,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39118948,-34.62704273,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03
374,2018-0085,2,2018-08-03,18:16:00,2018,8,3,18,VIERNES,NOCHE,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39118948,-34.62704273,CONDUCTOR,MASCULINO,30,2018-08-03
375,2018-0086,1,2018-08-10,21:44:00,2018,8,10,21,VIERNES,NOCHE,Directorio Av. y Guardia Nacional,AVENIDA,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49019551,-34.65015854,PEATON,MASCULINO,40,2018-08-10
376,2018-0087,1,2018-08-15,19:20:00,2018,8,15,19,MIERCOLES,NOCHE,Pavon Av. Y Colombres,AVENIDA,5,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41644362,-34.63023775,PEATON,MASCULINO,75,2018-08-20
377,2018-0088,1,2018-08-17,16:36:00,2018,8,17,16,VIERNES,DIA,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AUTOPISTA,12,MOTO-CARGAS,MOTO,CARGAS,-58.5007381,-34.5497951,CONDUCTOR,MASCULINO,,2018-08-17
378,2018-0089,1,2018-08-17,17:56:00,2018,8,17,17,VIERNES,DIA,Pichincha Av. y Brasil,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39626094,-34.63036565,PEATON,MASCULINO,80,2018-08-17
379,2018-0090,1,2018-08-18,10:34:00,2018,8,18,10,SABADO,DIA,27 De Febrero Av. y Pergamino,AVENIDA,8,MOTO-AUTO,MOTO,AUTO,-58.43284809,-34.67051543,CONDUCTOR,MASCULINO,27,2018-08-18
380,2018-0091,1,2018-08-19,18:47:00,2018,8,19,18,DOMINGO,NOCHE,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO,-58.52280139,-34.63659934,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19
381,2018-0092,1,2018-08-20,08:20:00,2018,8,20,8,LUNES,DIA,Cordoba Av. y Gascon,AVENIDA,14,MOTO-AUTO,MOTO,AUTO,-58.4233693,-34.59774487,CONDUCTOR,MASCULINO,23,2018-08-20
382,2018-0093,1,2018-08-20,08:41:00,2018,8,20,8,LUNES,DIA,15 De Noviembre De 1889 1513,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38691681,-34.63105973,PEATON,MASCULINO,24,2018-08-20
383,2018-0094,1,2018-08-23,05:35:00,2018,8,23,5,JUEVES,NOCHE,"Salguero, Jeronimo y Beruti",CALLE,14,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.4116902,-34.5857988,CONDUCTOR,MASCULINO,32,2018-08-23
384,2018-0095,1,2018-08-26,00:59:00,2018,8,26,0,DOMINGO,NOCHE,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,9,AUTO-AUTO,AUTO,AUTO,-58.46739825,-34.65117757,PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26
385,2018-0096,1,2018-08-31,22:20:00,2018,8,31,22,VIERNES,NOCHE,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,8,PEATON-AUTO,PEATON,AUTO,-58.44483258,-34.67152226,PEATON,MASCULINO,39,2018-08-31
386,2018-0097,1,2018-09-02,10:50:00,2018,9,2,10,DOMINGO,DIA,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,8,AUTO-MOVIL,AUTO,OTRO,-58.43254025,-34.66128115,CONDUCTOR,FEMENINO,35,2018-09-02
387,2018-0098,2,2018-09-09,05:00:00,2018,9,9,5,DOMINGO,NOCHE,Av. Gral. Paz e/ Ferre y Beron de Astrada,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.47199387,-34.69640164,CONDUCTOR,MASCULINO,55,2018-09-09
388,2018-0098,2,2018-09-09,05:00:00,2018,9,9,5,DOMINGO,NOCHE,Av. Gral. Paz e/ Ferre y Beron de Astrada,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.47199387,-34.69640164,PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09
389,2018-0099,1,2018-09-12,14:25:00,2018,9,12,14,MIERCOLES,DIA,Rivadavia Av. y Pedernera,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068,PEATON,MASCULINO,18,2018-09-13
390,2018-0100,1,2018-09-20,10:30:00,2018,9,20,10,JUEVES,DIA,Elvira Rawson de Dellepiane 150,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.36217754,-34.62367156,SD,FEMENINO,33,2018-09-20
391,2018-0101,1,2018-09-21,00:15:00,2018,9,21,0,VIERNES,NOCHE,"Paz, Gral. Av. y Zapiola",AUTOPISTA,12,MULTIPLE,AUTO,MULTIPLE,-58.48098594,-34.5407313,CONDUCTOR,MASCULINO,,2018-09-21
392,2018-0102,1,2018-09-21,00:30:00,2018,9,21,0,VIERNES,NOCHE,FAMATINA Y DIOGENES TABORDA,CALLE,4,MOTO-AUTO,MOTO,AUTO,-58.41083404,-34.64640709,CONDUCTOR,MASCULINO,20,2018-09-21
393,2018-0103,1,2018-09-27,17:51:00,2018,9,27,17,JUEVES,DIA,Av. Castañares y Bonorino,AVENIDA,7,PEATON-MOTO,PEATON,MOTO,-58.44609828,-34.64446729,PEATON,MASCULINO,1,2018-09-29
394,2018-0104,1,2018-10-01,08:58:00,2018,10,1,8,LUNES,DIA,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,4,MOTO-MOTO,MOTO,MOTO,-58.37709334,-34.64035082,CONDUCTOR,MASCULINO,22,2018-10-01
395,2018-0105,1,2018-10-03,18:12:00,2018,10,3,18,MIERCOLES,NOCHE,Nazca Av. y Rivadavia Av.,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46963952,-34.63070603,PEATON,FEMENINO,56,2018-10-03
396,2018-0106,1,2018-10-04,22:02:00,2018,10,4,22,JUEVES,NOCHE,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,13,MOTO-MOTO,MOTO,MOTO,-58.43674281,-34.55161027,CONDUCTOR,MASCULINO,27,2018-10-04
397,2018-0107,1,2018-10-06,14:20:00,2018,10,6,14,SABADO,DIA,Rivadavia Av. y Jujuy Av.,AVENIDA,3,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4059686,-34.61011987,PEATON,FEMENINO,62,2018-10-06
398,2018-0108,1,2018-10-09,14:00:00,2018,10,9,14,MARTES,DIA,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.36154069,-34.60463618,CONDUCTOR,MASCULINO,37,2018-10-10
399,2018-0109,1,2018-10-10,22:12:00,2018,10,10,22,MIERCOLES,NOCHE,"Tucuman y Alem, Leandro N. Av.",AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37062179,-34.60066507,PEATON,MASCULINO,34,2018-10-10
400,2018-0110,1,2018-10-13,03:05:00,2018,10,13,3,SABADO,NOCHE,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,15,PEATON-MOTO,PEATON,MOTO,-58.43220014,-34.60207186,PEATON,MASCULINO,60,2018-10-14
401,2018-0111,1,2018-10-19,12:13:00,2018,10,19,12,VIERNES,DIA,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS,-58.46958442,-34.64949724,CONDUCTOR,MASCULINO,28,2018-10-19
402,2018-0112,1,2018-10-24,09:18:00,2018,10,24,9,MIERCOLES,DIA,Muñecas y Serrano,CALLE,15,MOTO-CARGAS,MOTO,CARGAS,-58.44671397,-34.59970903,CONDUCTOR,FEMENINO,28,2018-10-24
403,2018-0113,1,2018-10-25,11:00:00,2018,10,25,11,JUEVES,DIA,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,11,MOTO-CARGAS,MOTO,CARGAS,-58.47152163,-34.61474911,CONDUCTOR,MASCULINO,20,2018-10-25
404,2018-0114,1,2018-10-30,02:15:00,2018,10,30,2,MARTES,NOCHE,Solis e Independencia Av.,AVENIDA,1,MOTO-AUTO,MOTO,AUTO,-58.39032921,-34.61807951,CONDUCTOR,MASCULINO,23,2018-10-30
405,2018-0115,1,2018-10-31,12:30:00,2018,10,31,12,MIERCOLES,DIA,"Bosch, Ventura y Paz, Gral. Av.",CALLE,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.52887773,-34.64297861,PEATON,MASCULINO,42,2018-11-01
406,2018-0116,1,2018-11-01,10:50:00,2018,11,1,10,JUEVES,DIA,"Paz, Gral. Av. 14800",AUTOPISTA,8,PEATON-CARGAS,PEATON,CARGAS,-58.49371157,-34.67981324,PEATON,MASCULINO,48,2018-11-08
407,2018-0117,1,2018-11-04,08:15:00,2018,11,4,8,DOMINGO,DIA,Av. Eva Perón 5321,AVENIDA,9,MOTO-MOTO,MOTO,MOTO,-58.48266599,-34.66012327,CONDUCTOR,MASCULINO,30,2018-11-08
408,2018-0118,1,2018-11-05,14:49:00,2018,11,5,14,LUNES,DIA,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,3,PEATON-MOTO,PEATON,MOTO,-58.40612253,-34.60774301,PEATON,FEMENINO,80,2018-11-05
409,2018-0119,1,2018-11-05,22:35:00,2018,11,5,22,LUNES,NOCHE,Rabanal y San Pedrito,AVENIDA,8,PEATON-SD,PEATON,SD,-58.43613623,-34.66292532,PEATON,FEMENINO,32,2018-11-06
410,2018-0120,1,2018-11-09,13:34:00,2018,11,9,13,VIERNES,DIA,Monroe y Alvarez Thomas Av.,AVENIDA,12,PEATON-AUTO,PEATON,AUTO,-58.48250732,-34.57208238,PEATON,FEMENINO,51,2018-11-20
411,2018-0121,1,2018-11-09,16:32:00,2018,11,9,16,VIERNES,DIA,Rivadavia Av. y Manzoni,AVENIDA,10,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49945705,-34.6374328,PEATON,FEMENINO,72,2018-11-09
412,2018-0122,1,2018-11-12,01:00:00,2018,11,12,1,LUNES,NOCHE,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,8,AUTO-AUTO,AUTO,AUTO,-58.47743966,-34.67233407,CONDUCTOR,MASCULINO,33,2018-11-12
413,2018-0123,1,2018-11-12,03:32:00,2018,11,12,3,LUNES,NOCHE,"Paz, Gral. Av. y Peron, Eva Av.",AUTOPISTA,9,AUTO-SD,AUTO,SD,-58.5025179,-34.67450313,CONDUCTOR,MASCULINO,25,2018-11-12
414,2018-0124,1,2018-11-15,19:40:00,2018,11,15,19,JUEVES,NOCHE,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,9,CARGAS-CARGAS,CARGAS,CARGAS,-58.52144411,-34.63682499,CONDUCTOR,MASCULINO,44,2018-11-15
415,2018-0125,1,2018-11-16,21:12:00,2018,11,16,21,VIERNES,NOCHE,Saenz Av. y Ventana,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41650465,-34.65084045,PEATON,MASCULINO,29,2018-11-17
416,2018-0126,1,2018-11-18,12:11:00,2018,11,18,12,DOMINGO,DIA,Avda. General Paz y Cnel. Ramón Falcón,AUTOPISTA,9,MOTO-AUTO,MOTO,AUTO,-58.52994219,-34.64055918,CONDUCTOR,MASCULINO,27,2018-11-23
417,2018-0127,1,2018-11-19,09:14:00,2018,11,19,9,LUNES,DIA,Av. Gral. Paz y Av. de los Constituyentes,AUTOPISTA,12,MOTO-MOTO,MOTO,MOTO,-58.50993046,-34.56919739,CONDUCTOR,MASCULINO,29,2018-11-19
418,2018-0128,2,2018-11-25,04:30:00,2018,11,25,4,DOMINGO,NOCHE,"Paz, Gral. Av. 11200",AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.52844623,-34.64592873,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25
419,2018-0128,2,2018-11-25,04:30:00,2018,11,25,4,DOMINGO,NOCHE,"Paz, Gral. Av. 11200",AUTOPISTA,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.52844623,-34.64592873,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25
420,2018-0129,1,2018-11-28,04:01:00,2018,11,28,4,MIERCOLES,NOCHE,"Newbery, Jorge Av. y Guevara",AVENIDA,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45021367,-34.58695347,CONDUCTOR,MASCULINO,37,2018-11-30
421,2018-0130,1,2018-12-03,03:00:00,2018,12,3,3,LUNES,NOCHE,Gaona Av. y Segurola Av.,AVENIDA,10,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.49022072,-34.62770192,CONDUCTOR,MASCULINO,,2018-12-03
